fichier_source;id_region;id_batiment;type_energie;unite;compteur_id;consommation;date_mesure;heure_mesure;type_source
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT001;eau;m3;EAU_0002;3.53;2025-01-13                                                                                          ;19                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT001;eau;m3;EAU_0002;3.85;2025-01-13                                                                                          ;20                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT001;eau;m3;EAU_0002;1.75;2025-01-13                                                                                          ;21                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT001;eau;m3;EAU_0002;;2025-01-13                                                                                          ;22                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT001;eau;m3;EAU_0002;;2025-01-13                                                                                          ;23                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;2.63;2025-01-13                                                                                          ;00                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;2.41;2025-01-13                                                                                          ;01                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;1.84;2025-01-13                                                                                          ;02                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;1.01;2025-01-13                                                                                          ;03                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;2.59;2025-01-13                                                                                          ;04                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;207.79;2025-01-13                                                                                          ;05                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;0.68;2025-01-13                                                                                          ;06                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;3.09;2025-01-13                                                                                          ;07                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;3.73;2025-01-13                                                                                          ;08                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;1.8;2025-01-13                                                                                          ;09                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;2.0;2025-01-13                                                                                          ;10                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;2.02;2025-01-13                                                                                          ;11                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;2.39;2025-01-13                                                                                          ;12                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;1.72;2025-01-13                                                                                          ;13                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;2.13;2025-01-13                                                                                          ;14                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;1.18;2025-01-13                                                                                          ;15                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;1.38;2025-01-13                                                                                          ;16                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;1.7;2025-01-13                                                                                          ;17                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;4.43;2025-01-13                                                                                          ;18                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;1.56;2025-01-13                                                                                          ;19                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;5.33;2025-01-13                                                                                          ;20                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;0.85;2025-01-13                                                                                          ;21                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;1.21;2025-01-13                                                                                          ;22                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT005;eau;m3;EAU_0014;0.91;2025-01-13                                                                                          ;23                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT008;eau;m3;EAU_0023;0.85;2025-01-13                                                                                          ;00                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT008;eau;m3;EAU_0023;2.5;2025-01-13                                                                                          ;01                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT008;eau;m3;EAU_0023;0.61;2025-01-13                                                                                          ;02                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT008;eau;m3;EAU_0023;0.63;2025-01-13                                                                                          ;03                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT008;eau;m3;EAU_0023;1.66;2025-01-13                                                                                          ;04                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT008;eau;m3;EAU_0023;1.79;2025-01-13                                                                                          ;05                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT008;eau;m3;EAU_0023;2.19;2025-01-13                                                                                          ;06                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT008;eau;m3;EAU_0023;0.89;2025-01-13                                                                                          ;07                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT008;eau;m3;EAU_0023;4.56;2025-01-13                                                                                          ;08                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT008;eau;m3;EAU_0023;2.44;2025-01-13                                                                                          ;09                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT008;eau;m3;EAU_0023;1.07;2025-01-13                                                                                          ;10                                                                                                  ;IMPORT_JSON
Eau_consumption_13_01_2025.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;REG01;BAT008;eau;m3;EAU_0023;1.53;2025-01-13                                                                                          ;11                                                                                                  ;IMPORT_JSON
