fichier_source;id_region;id_batiment;type_energie;unite;compteur_id;consommation;date_mesure;heure_mesure;type_source
Eau_consumption_13_01_2025.json;REG01;BAT005;eau;m3;EAU_0014;2.1;2025-01-13;14;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT005;eau;m3;EAU_0014;1.2;2025-01-13;15;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT005;eau;m3;EAU_0014;1.4;2025-01-13;16;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT005;eau;m3;EAU_0014;1.7;2025-01-13;17;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT005;eau;m3;EAU_0014;4.4;2025-01-13;18;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT005;eau;m3;EAU_0014;1.6;2025-01-13;19;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT005;eau;m3;EAU_0014;5.3;2025-01-13;20;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT005;eau;m3;EAU_0014;0.8;2025-01-13;21;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT005;eau;m3;EAU_0014;1.2;2025-01-13;22;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT005;eau;m3;EAU_0014;0.9;2025-01-13;23;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;0.8;2025-01-13;0;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;2.5;2025-01-13;1;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;0.6;2025-01-13;2;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;0.6;2025-01-13;3;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;1.7;2025-01-13;4;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;1.8;2025-01-13;5;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;2.2;2025-01-13;6;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;0.9;2025-01-13;7;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;4.6;2025-01-13;8;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;2.4;2025-01-13;9;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;1.1;2025-01-13;10;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;1.5;2025-01-13;11;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;2.1;2025-01-13;12;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;1.6;2025-01-13;13;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;1.2;2025-01-13;14;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;0.9;2025-01-13;15;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;0.5;2025-01-13;16;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;1.8;2025-01-13;17;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;2.3;2025-01-13;18;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;3.6;2025-01-13;19;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;4;2025-01-13;20;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;0.6;2025-01-13;22;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT008;eau;m3;EAU_0023;1.8;2025-01-13;23;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;2.5;2025-01-13;1;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;2.7;2025-01-13;2;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;1.6;2025-01-13;3;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;2.4;2025-01-13;4;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;1.5;2025-01-13;5;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;1.7;2025-01-13;6;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;3.7;2025-01-13;7;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;3.9;2025-01-13;8;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;6.8;2025-01-13;9;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;1.7;2025-01-13;10;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;1.6;2025-01-13;11;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;2.5;2025-01-13;12;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;0.9;2025-01-13;13;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;2;2025-01-13;14;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;2.4;2025-01-13;15;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;1.7;2025-01-13;16;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;0.8;2025-01-13;17;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;5.6;2025-01-13;18;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;3.8;2025-01-13;19;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;5;2025-01-13;20;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;2.7;2025-01-13;21;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;0.5;2025-01-13;22;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT012;eau;m3;EAU_0035;3;2025-01-13;23;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;0.8;2025-01-13;0;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2;2025-01-13;2;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2.2;2025-01-13;3;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;0.7;2025-01-13;4;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2.5;2025-01-13;5;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;1.2;2025-01-13;6;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;5.7;2025-01-13;7;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2.8;2025-01-13;8;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;6.4;2025-01-13;9;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2.8;2025-01-13;10;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;0.7;2025-01-13;11;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2.2;2025-01-13;12;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;0.5;2025-01-13;13;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2.9;2025-01-13;14;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2.4;2025-01-13;15;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2.3;2025-01-13;16;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;3;2025-01-13;17;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2.1;2025-01-13;18;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;5.7;2025-01-13;19;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2;2025-01-13;20;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2.4;2025-01-13;21;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2.6;2025-01-13;22;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT019;eau;m3;EAU_0056;2.6;2025-01-13;23;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;1.2;2025-01-13;0;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;1.5;2025-01-13;1;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;2;2025-01-13;2;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;2.2;2025-01-13;3;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;2.6;2025-01-13;4;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;2.3;2025-01-13;5;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;1.3;2025-01-13;6;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;4.2;2025-01-13;7;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;3.1;2025-01-13;8;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;2.9;2025-01-13;9;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;2.8;2025-01-13;10;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;2.3;2025-01-13;11;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;0.9;2025-01-13;12;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;1.9;2025-01-13;13;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;1.8;2025-01-13;14;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;1.4;2025-01-13;15;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;1.5;2025-01-13;16;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;2.5;2025-01-13;17;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;4.6;2025-01-13;18;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;2.5;2025-01-13;19;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;4.1;2025-01-13;20;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;1.1;2025-01-13;21;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;1.5;2025-01-13;22;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT026;eau;m3;EAU_0077;1.6;2025-01-13;23;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;1.3;2025-01-13;0;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;0.6;2025-01-13;1;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;1;2025-01-13;2;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;1.9;2025-01-13;3;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;0.7;2025-01-13;4;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;1.5;2025-01-13;5;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;2.3;2025-01-13;6;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;2.1;2025-01-13;7;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;5.1;2025-01-13;8;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;5.4;2025-01-13;9;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;0.9;2025-01-13;10;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;1.8;2025-01-13;11;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;2;2025-01-13;12;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;1.9;2025-01-13;13;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;3;2025-01-13;14;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;3;2025-01-13;15;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;1.9;2025-01-13;16;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;1.5;2025-01-13;17;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;2.2;2025-01-13;18;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;2.4;2025-01-13;19;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;5;2025-01-13;20;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;2.4;2025-01-13;21;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG01;BAT043;eau;m3;EAU_0128;0.7;2025-01-13;22;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;3;2025-01-13;0;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;0.6;2025-01-13;1;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;0.5;2025-01-13;2;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;0.6;2025-01-13;3;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;2.4;2025-01-13;4;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;1.8;2025-01-13;5;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;2.5;2025-01-13;6;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;2.2;2025-01-13;7;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;5.3;2025-01-13;9;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;1;2025-01-13;10;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;2.6;2025-01-13;11;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;2.4;2025-01-13;12;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;1.6;2025-01-13;13;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;1.5;2025-01-13;14;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;1.7;2025-01-13;15;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;1.8;2025-01-13;16;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;2.3;2025-01-13;17;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;4.6;2025-01-13;18;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;1.3;2025-01-13;19;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;1.2;2025-01-13;20;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;2.7;2025-01-13;21;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;2.1;2025-01-13;22;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT022;eau;m3;EAU_0065;2.7;2025-01-13;23;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;2.9;2025-01-13;0;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;2.7;2025-01-13;1;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;1.6;2025-01-13;2;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;0.8;2025-01-13;3;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;2;2025-01-13;4;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;2;2025-01-13;5;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;1;2025-01-13;6;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;5.6;2025-01-13;7;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;1.4;2025-01-13;8;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;5.5;2025-01-13;9;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;0.6;2025-01-13;10;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;2.6;2025-01-13;11;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;2.8;2025-01-13;12;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;1.9;2025-01-13;13;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;1;2025-01-13;14;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;2.4;2025-01-13;15;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;0.5;2025-01-13;16;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;2.2;2025-01-13;17;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;2.4;2025-01-13;18;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;4.7;2025-01-13;19;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;5.8;2025-01-13;20;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;1.7;2025-01-13;22;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT023;eau;m3;EAU_0068;0.9;2025-01-13;23;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;2.1;2025-01-13;0;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;2.4;2025-01-13;1;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;2;2025-01-13;2;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;2.1;2025-01-13;3;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;3;2025-01-13;4;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;2;2025-01-13;5;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;1.5;2025-01-13;6;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;3.9;2025-01-13;7;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;1.7;2025-01-13;8;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;3.5;2025-01-13;9;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;1.8;2025-01-13;10;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;2.2;2025-01-13;11;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;1.8;2025-01-13;12;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;1.4;2025-01-13;13;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;1.4;2025-01-13;14;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;0.8;2025-01-13;15;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;2.7;2025-01-13;16;IMPORT_JSON
Eau_consumption_13_01_2025.json;REG02;BAT030;eau;m3;EAU_0089;3;2025-01-13;17;IMPORT_JSON
