id_paiement;id_facture;date_paiement;montant;mode_paiement;created_at;updated_at;id_contrat;id_client
PAY00000109         ;FAC00000155         ;2022/06/03 00:00:00.000;46,08;Chèque        ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000014      ;CLI00077  
PAY00000040         ;FAC00000063         ;2022/06/06 00:00:00.000;53,82;Chèque        ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000006      ;CLI00015  
PAY00001356         ;FAC00001803         ;2022/06/06 00:00:00.000;284,29;Virement      ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000156      ;CLI00154  
PAY00000649         ;FAC00000866         ;2022/06/07 00:00:00.000;268,84;Carte bancaire;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000076      ;CLI00142  
PAY00000923         ;FAC00001236         ;2022/06/07 00:00:00.000;299,17;Espèces       ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000107      ;CLI00140  
PAY00000056         ;FAC00000085         ;2022/06/08 00:00:00.000;343,38;Chèque        ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000008      ;CLI00025  
PAY00000967         ;FAC00001304         ;2022/06/08 00:00:00.000;6,66;Espèces       ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000113      ;CLI00158  
PAY00001120         ;FAC00001493         ;2022/06/08 00:00:00.000;225,59;Prélèvement   ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000129      ;CLI00083  
PAY00000487         ;FAC00000654         ;2022/06/14 00:00:00.000;217,21;Virement      ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000058      ;CLI00137  
PAY00001255         ;FAC00001673         ;2022/06/17 00:00:00.000;10,28;Virement      ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000145      ;CLI00023  
PAY00000027         ;FAC00000037         ;2022/06/20 00:00:00.000;27,37;Carte bancaire;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000004      ;CLI00021  
PAY00000041         ;FAC00000064         ;2022/06/21 00:00:00.000;44,15;Carte bancaire;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000006      ;CLI00015  
PAY00000924         ;FAC00001237         ;2022/06/23 00:00:00.000;313,87;Chèque        ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000107      ;CLI00140  
PAY00001060         ;FAC00001424         ;2022/06/24 00:00:00.000;11,46;Carte bancaire;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000123      ;CLI00020  
PAY00001545         ;FAC00002067         ;2022/06/28 00:00:00.000;216,06;Prélèvement   ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000180      ;CLI00086  
PAY00000638         ;FAC00000854         ;2022/06/30 00:00:00.000;46,22;Espèces       ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000075      ;CLI00043  
PAY00001036         ;FAC00001397         ;2022/06/30 00:00:00.000;152,84;Chèque        ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000121      ;CLI00037  
PAY00000057         ;FAC00000086         ;2022/07/01 00:00:00.000;348,72;Virement      ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000008      ;CLI00025  
PAY00001357         ;FAC00001804         ;2022/07/02 00:00:00.000;158,15;Espèces       ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000156      ;CLI00154  
PAY00000769         ;FAC00001029         ;2022/07/03 00:00:00.000;265,98;Chèque        ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000090      ;CLI00158  
PAY00001459         ;FAC00001950         ;2022/07/04 00:00:00.000;395,54;Carte bancaire;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000170      ;CLI00021  
PAY00001540         ;FAC00002058         ;2022/07/07 00:00:00.000;50,16;Chèque        ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000179      ;CLI00033  
PAY00000110         ;FAC00000156         ;2022/07/08 00:00:00.000;50,02;Virement      ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000014      ;CLI00077  
PAY00000864         ;FAC00001149         ;2022/07/09 00:00:00.000;53,54;Virement      ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000100      ;CLI00050  
PAY00000488         ;FAC00000655         ;2022/07/10 00:00:00.000;99,54;Carte bancaire;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000058      ;CLI00137  
PAY00000968         ;FAC00001305         ;2022/07/13 00:00:00.000;24,55;Chèque        ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000113      ;CLI00158  
PAY00000438         ;FAC00000591         ;2022/07/14 00:00:00.000;177,74;Chèque        ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000052      ;CLI00141  
PAY00000639         ;FAC00000855         ;2022/07/15 00:00:00.000;37,97;Chèque        ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000075      ;CLI00043  
PAY00000856         ;FAC00001138         ;2022/07/15 00:00:00.000;7,37;Carte bancaire;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000099      ;CLI00092  
PAY00000111         ;FAC00000157         ;2022/07/16 00:00:00.000;45,42;Chèque        ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000014      ;CLI00077  
PAY00001121         ;FAC00001494         ;2022/07/18 00:00:00.000;275,5;Carte bancaire;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000129      ;CLI00083  
PAY00000366         ;FAC00000495         ;2022/07/20 00:00:00.000;177,5;Prélèvement   ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000044      ;CLI00085  
PAY00001293         ;FAC00001720         ;2022/07/21 00:00:00.000;16,88;Espèces       ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000149      ;CLI00145  
PAY00000042         ;FAC00000065         ;2022/07/22 00:00:00.000;46,48;Prélèvement   ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000006      ;CLI00015  
PAY00001215         ;FAC00001625         ;2022/07/26 00:00:00.000;103,91;Carte bancaire;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000141      ;CLI00058  
PAY00001460         ;FAC00001951         ;2022/07/26 00:00:00.000;282,29;Prélèvement   ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000170      ;CLI00021  
PAY00001256         ;FAC00001674         ;2022/07/28 00:00:00.000;24,4;Carte bancaire;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000145      ;CLI00023  
PAY00001122         ;FAC00001495         ;2022/07/29 00:00:00.000;164,08;Carte bancaire;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000129      ;CLI00083  
PAY00001137         ;FAC00001515         ;2022/07/29 00:00:00.000;153,61;Prélèvement   ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000131      ;CLI00125  
PAY00000865         ;FAC00001150         ;2022/07/30 00:00:00.000;40,64;Prélèvement   ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000100      ;CLI00050  
PAY00001037         ;FAC00001398         ;2022/07/30 00:00:00.000;280,14;Prélèvement   ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000121      ;CLI00037  
PAY00000188         ;FAC00000257         ;2022/08/02 00:00:00.000;21,84;Prélèvement   ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000023      ;CLI00097  
PAY00000650         ;FAC00000868         ;2022/08/02 00:00:00.000;403,7;Prélèvement   ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000076      ;CLI00142  
PAY00001030         ;FAC00001389         ;2022/08/03 00:00:00.000;98,23;Chèque        ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000120      ;CLI00183  
PAY00000299         ;FAC00000404         ;2022/08/04 00:00:00.000;297,31;Espèces       ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000036      ;CLI00176  
PAY00000489         ;FAC00000656         ;2022/08/05 00:00:00.000;115,79;Prélèvement   ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000058      ;CLI00137  
PAY00000548         ;FAC00000738         ;2022/08/05 00:00:00.000;131,54;Espèces       ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000065      ;CLI00096  
PAY00001504         ;FAC00002010         ;2022/08/05 00:00:00.000;12,96;Espèces       ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000175      ;CLI00190  
PAY00000857         ;FAC00001139         ;2022/08/08 00:00:00.000;19,19;Virement      ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000099      ;CLI00092  
PAY00001216         ;FAC00001626         ;2022/08/08 00:00:00.000;157,4;Chèque        ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000141      ;CLI00058  
PAY00000439         ;FAC00000592         ;2022/08/13 00:00:00.000;97,49;Chèque        ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000052      ;CLI00141  
PAY00000788         ;FAC00001053         ;2022/08/15 00:00:00.000;194,14;Carte bancaire;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000092      ;CLI00030  
PAY00000969         ;FAC00001306         ;2022/08/15 00:00:00.000;46,08;Virement      ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000113      ;CLI00158  
PAY00000453         ;FAC00000610         ;2022/08/16 00:00:00.000;413,74;Carte bancaire;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000054      ;CLI00173  
PAY00000521         ;FAC00000704         ;2022/08/17 00:00:00.000;122,46;Espèces       ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000062      ;CLI00166  
PAY00001358         ;FAC00001805         ;2022/08/17 00:00:00.000;159,66;Carte bancaire;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000156      ;CLI00154  
PAY00001541         ;FAC00002060         ;2022/08/18 00:00:00.000;19,72;Espèces       ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000179      ;CLI00033  
PAY00000576         ;FAC00000774         ;2022/08/19 00:00:00.000;270,71;Prélèvement   ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000068      ;CLI00107  
PAY00000640         ;FAC00000856         ;2022/08/20 00:00:00.000;6,17;Chèque        ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000075      ;CLI00043  
PAY00000112         ;FAC00000158         ;2022/08/21 00:00:00.000;11,42;Carte bancaire;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000014      ;CLI00077  
PAY00000454         ;FAC00000611         ;2022/08/23 00:00:00.000;475,98;Prélèvement   ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000054      ;CLI00173  
PAY00001546         ;FAC00002069         ;2022/08/23 00:00:00.000;133,15;Espèces       ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000180      ;CLI00086  
PAY00000770         ;FAC00001030         ;2022/08/25 00:00:00.000;130,69;Chèque        ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000090      ;CLI00158  
PAY00000789         ;FAC00001054         ;2022/08/30 00:00:00.000;295,3;Espèces       ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000092      ;CLI00030  
PAY00001257         ;FAC00001675         ;2022/08/30 00:00:00.000;38,32;Carte bancaire;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000145      ;CLI00023  
PAY00000043         ;FAC00000066         ;2022/09/02 00:00:00.000;44,58;Chèque        ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000006      ;CLI00015  
PAY00001061         ;FAC00001426         ;2022/09/02 00:00:00.000;53,46;Carte bancaire;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000123      ;CLI00020  
PAY00001123         ;FAC00001496         ;2022/09/02 00:00:00.000;216,3;Espèces       ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000129      ;CLI00083  
PAY00000858         ;FAC00001140         ;2022/09/03 00:00:00.000;52,85;Chèque        ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000099      ;CLI00092  
PAY00000866         ;FAC00001151         ;2022/09/03 00:00:00.000;33,68;Chèque        ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000100      ;CLI00050  
PAY00000874         ;FAC00001161         ;2022/09/03 00:00:00.000;15,22;Espèces       ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000101      ;CLI00105  
PAY00001294         ;FAC00001721         ;2022/09/05 00:00:00.000;20,53;Chèque        ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000149      ;CLI00145  
PAY00000367         ;FAC00000497         ;2022/09/06 00:00:00.000;295,69;Chèque        ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000044      ;CLI00085  
PAY00001038         ;FAC00001399         ;2022/09/06 00:00:00.000;295,78;Prélèvement   ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000121      ;CLI00037  
PAY00000970         ;FAC00001307         ;2022/09/11 00:00:00.000;45,77;Carte bancaire;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000113      ;CLI00158  
PAY00001461         ;FAC00001953         ;2022/09/11 00:00:00.000;422,6;Carte bancaire;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000170      ;CLI00021  
PAY00000189         ;FAC00000258         ;2022/09/12 00:00:00.000;10,03;Prélèvement   ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000023      ;CLI00097  
PAY00001217         ;FAC00001627         ;2022/09/12 00:00:00.000;341,65;Prélèvement   ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000141      ;CLI00058  
PAY00000300         ;FAC00000405         ;2022/09/13 00:00:00.000;216,12;Carte bancaire;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000036      ;CLI00176  
PAY00000867         ;FAC00001152         ;2022/09/13 00:00:00.000;36,68;Carte bancaire;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000100      ;CLI00050  
PAY00000651         ;FAC00000869         ;2022/09/16 00:00:00.000;454,06;Prélèvement   ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000076      ;CLI00142  
PAY00001031         ;FAC00001390         ;2022/09/17 00:00:00.000;463,63;Prélèvement   ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000120      ;CLI00183  
PAY00000577         ;FAC00000775         ;2022/09/18 00:00:00.000;92,9;Carte bancaire;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000068      ;CLI00107  
PAY00001138         ;FAC00001516         ;2022/09/18 00:00:00.000;265,06;Espèces       ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000131      ;CLI00125  
PAY00000044         ;FAC00000067         ;2022/09/19 00:00:00.000;6,77;Carte bancaire;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000006      ;CLI00015  
PAY00000522         ;FAC00000705         ;2022/09/19 00:00:00.000;111,23;Carte bancaire;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000062      ;CLI00166  
PAY00000033         ;FAC00000050         ;2022/09/21 00:00:00.000;236,62;Virement      ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000005      ;CLI00098  
PAY00000933         ;FAC00001257         ;2022/09/23 00:00:00.000;25,55;Carte bancaire;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000109      ;CLI00109  
PAY00000440         ;FAC00000593         ;2022/09/25 00:00:00.000;273,3;Chèque        ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000052      ;CLI00141  
PAY00000549         ;FAC00000740         ;2022/09/26 00:00:00.000;334,56;Chèque        ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000065      ;CLI00096  
PAY00000987         ;FAC00001327         ;2022/09/26 00:00:00.000;36,0;Carte bancaire;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000115      ;CLI00153  
PAY00001032         ;FAC00001391         ;2022/09/27 00:00:00.000;250,69;Virement      ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000120      ;CLI00183  
PAY00001062         ;FAC00001427         ;2022/09/27 00:00:00.000;35,9;Virement      ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000123      ;CLI00020  
PAY00001547         ;FAC00002070         ;2022/09/27 00:00:00.000;367,26;Prélèvement   ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000180      ;CLI00086  
PAY00000113         ;FAC00000159         ;2022/09/30 00:00:00.000;34,27;Espèces       ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000014      ;CLI00077  
PAY00000368         ;FAC00000498         ;2022/10/01 00:00:00.000;361,72;Virement      ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000044      ;CLI00085  
PAY00000875         ;FAC00001162         ;2022/10/01 00:00:00.000;18,12;Virement      ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000101      ;CLI00105  
PAY00000790         ;FAC00001055         ;2022/10/02 00:00:00.000;467,92;Prélèvement   ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000092      ;CLI00030  
PAY00000301         ;FAC00000406         ;2022/10/03 00:00:00.000;284,76;Espèces       ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000036      ;CLI00176  
PAY00000058         ;FAC00000089         ;2022/10/05 00:00:00.000;277,49;Espèces       ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000008      ;CLI00025  
PAY00001505         ;FAC00002012         ;2022/10/06 00:00:00.000;14,22;Virement      ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000175      ;CLI00190  
PAY00001295         ;FAC00001722         ;2022/10/07 00:00:00.000;13,98;Prélèvement   ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000149      ;CLI00145  
PAY00000641         ;FAC00000858         ;2022/10/09 00:00:00.000;36,61;Chèque        ;2026/01/03 22:26:18.000000000;2026/01/03 22:26:18.000000000;CTR000075      ;CLI00043  
PAY00001258         ;FAC00001676         ;2022/10/09 00:00:00.000;15,94;Prélèvement   ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000145      ;CLI00023  
PAY00000190         ;FAC00000259         ;2022/10/12 00:00:00.000;22,2;Prélèvement   ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000023      ;CLI00097  
PAY00001139         ;FAC00001517         ;2022/10/12 00:00:00.000;302,04;Chèque        ;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000131      ;CLI00125  
PAY00001359         ;FAC00001807         ;2022/10/14 00:00:00.000;73,49;Chèque        ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000156      ;CLI00154  
PAY00000165         ;FAC00000229         ;2022/10/17 00:00:00.000;100,72;Prélèvement   ;2026/01/03 22:26:16.000000000;2026/01/03 22:26:16.000000000;CTR000021      ;CLI00163  
PAY00000028         ;FAC00000041         ;2022/10/19 00:00:00.000;36,04;Prélèvement   ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000004      ;CLI00021  
PAY00000868         ;FAC00001153         ;2022/10/19 00:00:00.000;34,72;Prélèvement   ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000100      ;CLI00050  
PAY00000971         ;FAC00001308         ;2022/10/19 00:00:00.000;51,83;Carte bancaire;2026/01/03 22:26:20.000000000;2026/01/03 22:26:20.000000000;CTR000113      ;CLI00158  
PAY00001462         ;FAC00001954         ;2022/10/19 00:00:00.000;417,82;Prélèvement   ;2026/01/03 22:26:22.000000000;2026/01/03 22:26:22.000000000;CTR000170      ;CLI00021  
PAY00000441         ;FAC00000594         ;2022/10/20 00:00:00.000;332,29;Prélèvement   ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000052      ;CLI00141  
PAY00000490         ;FAC00000658         ;2022/10/21 00:00:00.000;253,64;Espèces       ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000058      ;CLI00137  
PAY00000892         ;FAC00001185         ;2022/10/21 00:00:00.000;417,06;Espèces       ;2026/01/03 22:26:19.000000000;2026/01/03 22:26:19.000000000;CTR000103      ;CLI00145  
PAY00001296         ;FAC00001723         ;2022/10/21 00:00:00.000;27,18;Virement      ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000149      ;CLI00145  
PAY00000034         ;FAC00000051         ;2022/10/22 00:00:00.000;169,49;Carte bancaire;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000005      ;CLI00098  
PAY00000045         ;FAC00000068         ;2022/10/22 00:00:00.000;32,8;Prélèvement   ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000006      ;CLI00015  
PAY00000114         ;FAC00000160         ;2022/10/22 00:00:00.000;33,92;Chèque        ;2026/01/03 22:26:15.000000000;2026/01/03 22:26:15.000000000;CTR000014      ;CLI00077  
PAY00000523         ;FAC00000706         ;2022/10/22 00:00:00.000;258,96;Virement      ;2026/01/03 22:26:17.000000000;2026/01/03 22:26:17.000000000;CTR000062      ;CLI00166  
PAY00001312         ;FAC00001743         ;2022/10/25 00:00:00.000;17,18;Prélèvement   ;2026/01/03 22:26:21.000000000;2026/01/03 22:26:21.000000000;CTR000151      ;CLI00055  
